__token__,__occurence__
huiles,1
voluptueux,1
courent-ils,1
laboure-t-on,1
réjouissez,2
petit.,2
vertical,1
Amos,6
plomb.,1
l'épée.,1
conspire,1
manges-y,1
bouvier,1
mûrs.,1
silence.,1
engloutissez,1
voudriez,3
ouvrions,1
diminuant,1
grossissant,1
faussant,2
achèterons,1
vendrons,1
criblure,1
tremblera-t-elle,1
s'affaissera,1
j'envelopperai,1
menaçait,1
mariniers,1
s'alléger,1
l'équipage,2
pensera-t-il,1
Dis-nous,1
profession,8
j'adore,1
Prenez-moi,1
s'apaisera,1
ramaient,1
périssions,3
plu.,1
calma,1
l'onde,1
m'environnait,2
enserré,1
l'algue,1
encerclait,1
l'accomplirai,1
prêche-lui,1
prédication,24
prêcha,2
s'assît,1
goûtent,1
témoigner,3
fendront,1
versée,1
salaires,1
amassées,1
redeviendront,1
lamenterai,1
hurlerai,1
chacal,1
Acco,1
Beth-Aphra,1
Saphir,1
L'habitante,2
Tsoanan,1
Beth-Haetsel,1
Maroth,1
renonceras,1
Moréseth,1
d'Aczib,1
conquérant,1
rase-les,1
ravissent,1
emparent,2
dégager,2
aliène,1
l'enlève-t-il,1
distribue,2
prophétisent-ils,1
Hier,2
défiance,2
traitez,1
chéries,1
tourmentera,1
tourment,4
débitant,1
grouperai,1
bruira,1
pervertissez,1
jugent,2
boisé,1
sentiers.,1
boitent,2
pousses-tu,1
n'attend,1
ruinerai,1
démolirai,1
J'arracherai,1
Réponds-moi,1
Beor,1
présenterai-je,2
prosternerai-je,1
agréera-t-il,1
Donnerai-je,1
amoindri,1
éloigneras,1
sauveras,5
sèmeras,1
presseras,1
l'olive,1
sifflets,1
n'accorde,1
l'impunité,1
consommera,1
entrelacés,1
parte,1
t'humilierai,1
d'écarlate,6
aciers,1
apparaissent,1
s'effondre,1
Pillez,1
pillez,1
Vidée,1
pillée,1
retiraient,2
effrayât,1
ravissait,1
étranglait,1
t'implorerai-je,1
m'entendes,1
contemples-tu,1
circonvient,1
faussé,1
étonnés,10
croiriez,3
espaces,1
formidable,1
avides,3
regarderais-tu,1
tairais-tu,1
traiterais,1
jubile,1
succulente,1
Continuera-t-il,1
égorgera-t-il,1
Écris,1
grave-la,1
lise,2
couramment,1
mentira,1
attends-là,1
s'enfle,3
insatiable,2
fables,6
lèveront-ils,1
bourreaux,1
réveilleront-ils,1
deviendras-tu,1
l'atteinte,1
recouvrent,1
verses,1
l'enivrer,1
incirconcision,3
façonnant,1
silencieuses,1
Enseignera-t-elle,1
plaquée,1
J'enlèverai,1
scandales,5
retentiront,1
Mortier,1
chananéen,1
fouillerai,1
lanternes,2
figés,1
totale,2
déracinée,1
d'habitants.,1
insultaient,1
s'agrandissaient,1
orties,1
méprisants,1
insolents,2
logeront,1
boiseries,1
rebâtie.,1
lambrissées,1
maison-là,1
réchauffés,1
salarié,1
gagne,2
trouée,1
comptiez,1
Jésus,893
pouvaient-ils,1
Sabath,1
petit-,1
myrtes,3
ombragé,1
alezans,1
ceux-ci.,1
tranquille.,1
Proclame,2
longueur.,1
Holà,3
j'agite,1
réprime,2
sales,1
Otez-lui,3
sales.,1
enlever,4
fête.,1
collègues,1
Germe,2
inviterez,1
candélabre,3
l'achèveront,1
mépriserait,1
Zorobabel.,1
entonnoirs,1
coudées.,1
balayé,2
déchaînée,1
logera,1
apparaît.,1
disque,1
l'improbité.,1
repoussa,2
soufflait,1
emportent-elles,1
l'emportent,1
Tobia,2
Idaïa,1
Hen,1
travailleront,1
Rogommélech,1
Dois-je,1
abstinence,1
jeûné,4
célébré,2
jeûniez,1
proclamées,1
méditez,2
coeurs.,1
écoutassent,1
revienne.,1
âgées,3
provoquaient,1
jours-ci,1
n'aimez,1
Juif,22
s'installera,1
d'oppresseur,1
Tressaille,1
poulain,1
protégera,1
fouleront,2
démèneront,1
futilité,1
débitent,1
foulant,1
sifflerai,1
Lamentez-vous,1
acheteurs,1
impunément,1
m'enrichis,1
n'épargnent,1
dévasteront,1
houlettes,1
nommai,2
Lien,2
retranchai,1
perdis,1
lasses,1
disparaisse,1
unes,1
pesèrent,1
Jette-le,1
fraternité,1
saine,11
d'ébranlement,1
m'appliquerai,1
d'Adadremmon,1
J'abolirai,1
transperceront,1
prophétisera,2
jeunesse.,1
amis.,1
l'épurerai,1
l'éprouverai,1
rebâtirons,1
Territoire,1
toujours.,1
t'avons-nous,1
vile.,1
boiteuse,1
T'agréera-t-il,1
suppliez,1
ferme-t-il,1
n'embrasiez,1
n'agrée,1
d'offrande,1
profanez,1
méprisable,2
ennui,1
dédaignez,1
l'agréer,1
fraudeur,1
chétive,1
méprisables,1
couvrez,2
compagne,1
l'Un,1
répudiation,1
l'avons-nous,1
Salmon,3
Ruth,1
Azor,2
Achim,2
Eliud,2
Christ,333
Jésus-Christ,198
Saint-Esprit,47
voulant,9
diffamer,1
concevra,1
Réveillé,1
enfantât,1
étoile,6
Orient,2
l'adorer,5
Hérode,28
Judée,36
principales,1
Mages,3
précise,1
apparue,1
l'Enfant,15
faites-le-moi,1
l'adorèrent,1
t'avertisse,1
d'Hérode,9
s'accomplît,10
Prophète,4
joués,3
lamentables,1
qu'Archélaüs,1
n'osa,3
Nazareth,26
Nazaréen,2
Repentez-vous,4
retenti,3
Jean,120
nourrissait,2
qu'arrose,1
baptiser,13
Pharisiens,80
Sadducéens,12
baptême,27
Race,3
vipères,4
n'essayez,2
baptise,5
baptisera,3
l'Esprit-Saint,40
nettoiera,2
amassera,2
grenier,4
baptisé,20
défendait,4
accomplissions,1
tentateur,2
commandez,3
diable,31
pinacle,2
jetez-vous,2
tenteras,2
montrant,4
m'adorez,1
adoreras,2
Capharnaüm,14
confines,1
Gentils,60
prêcher,17
Pierre,143
André,11
jetaient,4
S'avançant,1
Jacques,37
Zébédée,11
parcourait,2
synagogues,24
prêchant,8
l'Evangile,69
infirmité,6
d'infirmités,1
possédés,2
lunatiques,1
paralytiques,3
guérissait,3
Décapole,3
obtiendront,1
souffrent,3
insultera,1
persécutera,2
s'affadit,3
rendra-t-on,1
saveur,3
n'allume,3
pensez,8
abolir,3
iota,1
pratiqués,1
surpasse,5
Raca,1
Conseil,2
géhenne,11
réconcilier,3
Accorde-toi,1
l'appariteur,1
n'aies,3
obole,2
arrache-le,3
coupe-la,2
d'impudicité,2
parjureras,1
Malin,4
Œil,1
présente-lui,2
t'obliger,1
emprunt,1
méritez-vous,1
publicains,15
saluez,2
d'extraordinaire,2
païens,15
parfaits,4
céleste,17
hypocrites,12
aumône,1
ressemblez,3
demandiez,1
Remettez-nous,1
remettons,2
induisez,2
tentation,12
exténuent,1
jeûnent,2
parfume,1
amassez,2
rongent,3
percent,2
amassez-vous,1
haïra,2
aimera,2
inquiétez,4
vêtirez,2
n'amassent,1
valez-vous,2
soucis,6
inquiétez-vous,2
filent,2
vêtirons-nous,1
premièrement,7
mesurera,2
regardes-tu,2
remarques-tu,2
Hypocrite,3
pourceaux,8
resserrée,1
ravissants,1
cueille-t-on,1
comparé,1
déchaînés,1
l'admiration,9
enseignait,19
attester,3
centurion,20
paralysie,1
guérirai.—,1
supérieurs,5
grincements,7
tourmentée,4
démoniaques,5
infirmités,4
Scribe,3
permettez-moi,3
Suis-moi,6
l'éveillèrent,1
craignez-vous,1
d'admiration,5
obéissent,6
Géraséniens,3
Êtes-vous,4
porcs,4
envoyez-nous,1
supplièrent,2
paralytique,10
pensez-vous,4
aisé,4
Matthieu,6
bureau,3
péage,3
mange-t-il,1
portants,2
jeûnons,1
jeûnent-ils,2
peuvent-ils,3
s'attrister,2
d'étoffe,2
déchirure,2
synagogue,41
imposez,2
houppe,4
joueurs,3
riaient,1
Croyez-vous,1
démon,28
bourgades,2
l'Évangile,4
harassés,1
d'envoyer,5
Apôtres,37
Philippe,36
Barthélemy,4
Thomas,11
publicain,6
d'Alphée,5
Thaddée,2
Zélé,4
Iscariote,9
n'entrez,1
Guérissez,1
ressuscitez,1
purifiez,2
monnaie,4
village,9
saluez-la,1
[,87
],87
tribunaux,3
flagelleront,1
persévérera,3
Béelzébub,7
finisse,2
dites-le,1
passereaux,4
vendent-ils,2
confessé,2
confesserai,2
renierai,3
croix,32
perdra,16
ressuscitent,7
évangélisés,2
Qu'êtes-vous,4
somptueux,3
qu'êtes-vous,2
précéder,2
Jean-Baptiste,13
comparerai-je,4
chanté,4
chère,6
pénitence,20
Corozaïn,2
Bethsaïde,7
t'élèves,2
ployez,1
soulagerai,1
Étends,1
disputera,1
fume,1
subsistera-t-il,2
chassent-ils,2
n'amasse,2
nettoyée,2
dut,3
—le,1
semait,3
pierreux,4
sécha,4
étouffèrent,2
produisirent,2
appesanti,1
inconstant,2
tribulation,10
sollicitudes,3
étouffent,2
proposa,3
n'arrachiez,1
Laissez,6
Cueillez,1
liez-la,1
sénevé,5
potagères,2
J'ouvrirai,1
révélerai,1
création,12
Expliquez-nous,2
cueille,2
resplendiront,1
enfoui,1
perle,2
s'asseyant,1
charpentier,2
s'appelle-t-elle,1
Jude,9
sœurs,8
incrédulité,6
ressuscité,51
s'opèrent,1
d'Hérodiade,5
Volontiers,1
l'eût,1
convives,5
promit,2
instruite,1
contristé,3
décapiter,4
débarqua,2
avancée,7
s'acheter,2
Apportez-les-moi,1
renverrait,2
fantôme,2
ordonnez,1
enfoncer,1
sauvez-moi,1
douté,1
abordèrent,3
Génésareth,2
priaient,2
touchèrent,1
transgressent-ils,1
tradition,9
—,94
d'honorer,1
Hypocrites,4
scandalisés,1
Laissez-les,1
comprenez-vous,4
impudicités,1
vols,3
injurieuses,1
cananéenne,1
criant,10
prièrent,9
Renvoyez-la,1
secourez-moi,1
assit,2
sourds-muets,1
estropiés,4
glorifiait,2
jeun,2
Magédan,1
aspects,2
pensaient,6
entretenez-vous,2
parlais,2
Césarée,16
dit-on,4
Élie,1
prophètes.—,2
Eglise,5
l'enfer,5
prévaudront,1
clefs,2
lieras,1
délieras,1
souffrît,2
Anciens,35
ressuscitât,2
m'es,1
humaines,3
gagner,11
transfiguré,1
conversant,2
faisons-y,1
lorsqu'une,1
lumineuse,1
l'interrogèrent,10
lunatique,1
incrédule,4
serai-je,3
Amenez-le-moi,2
genre,4
parcouraient,2
ressuscitera,8
attristés,7
didrachmes,2
paie-t-il,1
prévenant,2
perçoivent-ils,1
cens,1
—Les,2
scandaliser,2
statère,1
donne-le-leur,1
scandalisera,1
attachât,2
précipitât,1
coupe-les,1
jette-les,1
reprends-le,2
t'écoute,2
dis-le,1
l'Eglise,56
païen,1
délierez,1
s'accordent,1
l'obtiendront,1
pardonnerai-je,1
Sera-ce,2
septante,1
régler,2
vendît,1
conjurait,2
Touché,1
deniers,7
l'étouffait,1
Paie,1
payât,1
contristés,1
supplié,1
devais-tu,1
exécuteurs,1
l'abordèrent,2
répudier,4
chair.—,3
marier,4
imposât,1
priât,1
reprenaient,1
empêchez,5
l'abordant,1
Bon,3
m'appelles-tu,3
Lesquels,1
donne-le,2
suis-moi,4
difficilement,1
aiguille,3
qu'avons-nous,3
renouvellement,3
siégerez,1
jugerez,1
denier,9
oisifs,2
loués,1
recevraient,1
recevant,4
d'appelés,2
d'élus,2
moqué,3
flagellé,2
crucifié,27
Ordonnez,1
Pouvez-vous,3
—Nous,1
indignés,1
gourmandait,1
Emu,2
recouvrèrent,1
détachez-les,1
amenez-les-moi,1
l'ânon,4
coupaient,1
jonchaient,1
Hosanna,6
achetaient,4
changeurs,4
s'indignèrent,2
Entendez-vous,1
—Oui,1
Béthanie,9
approcha,2
n'hésitiez,1
diriez,2
jette-toi,1
demanderez,8
l'obtiendrez,2
était-il,3
répondons,6
—Et,4
—Le,2
repentis,1
l'entoura,1
traitèrent,1
respecteront,2
Écritures,5
yeux.—,1
noces,13
injuriés,1
invitez-les,1
Liez-lui,1
Hérodiens,3
enseignez,5
Dites-nous,4
César,26
Montrez-moi,2
inscription,5
—De,2
nient,3
résurrection,45
proposèrent,1
l'erreur,6
comprenant,1
Ecritures,12
l'écoutant,1
rattachent,1
inspiré,1
l'appelle-t-il,1
chaire,1
n'imitez,1
lient,1
pesants,1
difficiles,6
remuer,1
phylactères,1
houppes,1
salutations,3
s'entendre,3
Rabbi,4
s'abaissera,1
semblant,1
dévorez,2
subirez,1
condamnation,16
courez,2
prosélyte,2
guides,1
Aveugles,1
payez,3
menthe,2
l'aneth,1
omettre,2
Guides,1
filtrez,1
avalez,1
nettoyez,2
d'intempérance,1
Pharisien,10
blanchis,1
paraissez,1
d'hypocrisie,1
ornez,1
monuments,1
n'aurions,1
complices,2
Comblez,1
Serpents,1
éviterez-vous,1
condamnés,5
crucifierez,1
battrez,1
lapides,1
poule,2
poussins,1
séduiront,3
pestes,2
famines,3
tremblements,3
tortures,2
failliront,1
trahiront,1
haïront,3
charité,61
refroidira,1
évangile,4
annoncée,6
—que,2
allaiteront,3
hiver,2
n'échapperait,1
Christs,1
l'avènement,10
puissances,8
frapperont,2
tendres,3
mariaient,4
surent,4
survînt,1
moudre,1
Veillez,10
Sachez-le,2
veillerait,2
penserez,2
l'établira,2
adonnés,3
s'assoupirent,1
s'endormirent,1
achetez-en,1
ouvrez-nous,2
valoir,4
gagna,2
gagnés,3
recueillez,1
banquiers,1
donnez-le,1
l'éternel,1
supplice,5
Caïphe,9
délibérèrent,3
comptèrent,1
préparions,2
pascal,2
trahira,3
trahissait,3
Buvez-en,1
précéderai,1
nuit-même,1
coq,13
renieras,5
Gethsémani,2
priant,5
n'entriez,2
appesantis,2
Dormez,2
reposez-vous,2
pécheurs.—,1
traître,3
baiserai,2
arrêtez-le,1
est-tu,1
attestent,1
l'abandonnèrent,2
réponds-tu,2
gardait,3
t'adjure,2
siéger,2
blasphémé,4
crachèrent,1
souffletèrent,1
devine,1
Galiléen,5
Peu,4
Ponce,1
Pilate,52
Sanctuaire,1
achetèrent,1
Potier,2
Champ,1
comparut,1
accusations,6
N'entends-tu,1
t'accusent,2
grief,1
fameux,1
Barabbas,11
persuadèrent,1
gagnait,1
relâcha,2
prétoire,8
cohorte,5
tressèrent,1
fléchissant,2
dérision,1
crachaient,2
crucifier,3
Cyrène,5
réquisitionnèrent,1
Golgotha,3
Crâne,2
fiel,2
écriteau,2
indiquant,2
crucifia,2
l'injuriaient,2
branlant,2
raillaient,2
croirons,1
l'insultaient,3
Eli,2
lamma,1
sabacthani,2
éponge,3
emplit,1
fendirent,1
ressuscitèrent,1
Marie-Madeleine,6
d'Arimathie,4
remît,1
l'enveloppa,4
linceul,4
samedi,1
imposteur,1
ressusciterai,4
gardez-le,1
l'entendez,2
s'assurèrent,1
scellant,1
baptisant,1
prêchait,4
baissant,2
baptisés,16
s'ouvrir,2
-Saint,1
Passant,1
l'agitant,1
avoisine,1
d'André,2
permettait,1
ailleurs,5
chassait,3
l'attester,2
publiquement,4
solitaires,1
l'aborder,1
découvrirent,1
grabat,9
coud,1
traversait,1
l'observait,1
taisaient,1
tâcher,3
s'écriaient,2
Boanergès,1
l'enchaîne,1
promenant,2
n'obtiennent,1
entendrez-vous,1
Pareillement,1
inconstants,1
succombent,2
convoitises,22
Apporte-t-on,1
doive,4
épi,1
l'épi,1
s'emplit,1
comparerons-nous,1
représenterons-nous,1
expliquait,2
Passons,3
s'emplissait,2
poupe,3
coussin,1
réveillèrent,2
tança,1
calme-toi,1
errait,1
meurtrissant,1
adjure,2
tourmentez,2
Légion,2
priait,13
suppliaient,1
Envoyez-nous,1
entrions,1
noya,2
démoniaque,2
légion,1
raconte-leur,1
Jaïre,2
instance,3
empirer,1
crois,14
moquaient,5
Talitha,1
qoumi,1
Jeune,2
l'entendaient,3
s'opèrent-ils,1
scandalisaient,1
imposant,4
recommanda,3
chaussés,1
demeurez-y,3
partiez,2
secouez,2
prêchèrent,1
chassaient,1
oignaient,1
guérissaient,1
miraculeuse,1
prophètes.,1
qu'Hérode,1
Hérodiade,1
vénérait,1
anniversaire,1
tellement,2
Demande-moi,1
demanderai-je,1
Revenant,1
l'affliger,1
refus,1
s'embarquèrent,1
renvoyez-les,1
Donnez-leur,3
S'en,4
compagnies,2
distribuassent,1
ramer,1
aveuglé,5
grabats,1
arrivât,1
lavées,1
blâmèrent.—,1
traditionnelles,1
lits.—,1
suivent-ils,1
prennent-ils,1
Vain,1
doctrines,5
purifiant,2
t'assister,1
corban,1
anéantissant,1
fornications,2
homicides,2
l'avarice,1
méchancetés,1
libertinage,3
païenne,1
syro-phénicienne,1
chiens.—,1
répondit-elle,2
retournée,1
sourd-muet,1
soupir,2
Ephphéta,1
ouvre-toi,1
délia,2
publiaient,2
ravis,2
admiration,1
distribuèrent,1
Dalmanutha,1
Survinrent,1
demande-t-elle,1
bourg,5
demanda-t-il,2
ouvertement,4
Arrière,1
servira-t-il,1
__Error__,1
étincelants,1
éclatante,4
signifiait,2
discutaient,1
surprise,3
discutez-vous,1
écume,1
pu.—,2
agita,1
—Depuis,1
répondit-il,2
Souvent,2
accourir,1
cheminèrent,1
parliez-vous,1
discuté,1
empêché.—,1
jetât,2
inextinguible,2
coupe-le,2
touchât,3
réprimandaient,2
présentaient,1
embrassa,1
étonnaient,1
l'insultera,1
flagellera,1
demanderons.—,1
Accordez-nous,1
Timée,1
Bartimée,1
gourmandaient,1
Appelez-le,1
bond,2
Rabboni,2
détachez-le,2
détachèrent,1
Apercevant,1
trouverait,1
transportât,1
qu'ayant,10
admirait,1
repassant,1
ressouvenant,2
croie,4
répondez-moi,1
Répondez-moi,2
véritable,11
chargèrent,4
l'Ecriture,27
Devons-nous,1
Connaissant,2
ressuscités,6
Buisson,2
l'aimer,1
pieds.—,2
ostentation,1
subiront,3
Tronc,2
troublez,2
traduira,2
comparaîtrez,1
comparaître,8
christs,1
témoignaient,1
mécontentement,1
fâchaient,1
Laissez-la,1
toujours.—,1
embaumé,1
racontera,2
l'Iscariote,2
cénacle,3
meublé,2
insistait,1
s'éloignât,1
Abba,3
—C'est,4
L'heure,4
emmenez-le,1
l'arrêtèrent,1
chauffait,3
dépositions,1
s'accordaient,2
rebâtirai,2
méritait,1
cracher,1
voilant,1
Devine,2
valets,1
souffletaient,2
gagnant,1
assistants,2
parlez.,1
l'étonnement,5
relâchait,1
séditieux,1
accordait,2
Pontifes,5
d'obtenir,4
relachât,1
Crucifiez-le,2
flageller,2
tressée,1
d'Alexandre,1
Rufus,2
réquisitionnent,1
interprète,2
prendrait,1
L'inscription,1
crucifièrent,3
croyions,3
crucifiés,2
Eloï,2
lama,1
s'interprète,1
emplir,1
Mineur,1
Salomé,1
Préparation,5
déposait,1
oculaires,2
Théophile,1
certitude,3
qu'Elisabeth,2
s'acquittait,1
exaucée,2
enivre,1
convertira,1
indociles,3
reconnaîtrai-je,1
Gabriel,2
t'annoncer,1
s'étonnait,1
signifier,2
salutation,3
concevrez,1
règnera,1
L'Esprit-Saint,3
actuellement,3
tressaillit,2
saluée,1
bassesse,1
dissipé,1
s'enorgueillissaient,1
potentats,1
Envers,1
nommaient,1
nommât,1
Force,1
74,1
Affranchis,2
75,1
Dignes,1
croissait,2
Quirinius,1
recenser,1
recensé,1
l'hôtellerie,1
veillant,3
rayonnement,2
environna,1
nouveau-né,2
milice,1
Objet,1
remontant,1
Enfant,4
méditant,1
glorifiant,4
Lumière,1
dissiper,1
contradiction,2
transpercera,1
Restée,1
quittait,2
attendaient,2
Pensant,1
interrogeant,1
cherchiez-vous,1
progressait,1
comblée,1
raboteux,1
accouraient,1
N'exigez,1
Abstenez-vous,1
contentez-vous,1
exhortations,2
annonçait,4
tétrarque,2
enferma,1
Matthat,2
Melchi,2
Janné,1
Mattathias,2
d'Hesli,1
Naggé,1
Maath,1
Josech,1
Joanan,1
Résa,1
d'Addi,1
Cosam,1
d'Elmadam,1
Jorim,1
Jonan,1
d'Eliakim,1
Méléa,1
Menna,1
Mattatha,1
d'Esron,1
d'Arphaxad,1
d'Enoch,1
d'Enos,1
tentations,1
déroulé,1
admirant,2
m'alléguerez,1
adage,1
Médecin,1
guéris-toi,1
ouï,2
Sarepta,1
escarpement,1
Etes-vous,8
réprimandait,1
quittât,1
stationnaient,1
Avance,2
rompait,2
enfonçaient,1
capture,1
guérisons,5
paralysé,1
tuiles,1
couchette,2
raisonner,1
glorifiaient,5
mangez-vous,1
buvez-vous,1
mangent-ils,1
boivent-ils,1
l'Epoux,3
Viendront,2
Quelques,8
l'observaient,1
est–il,1
consultaient,1
apôtres,24
maritime,1
tourmentés,3
chargeront,1
rejetteront,1
traitaient,1
riez,1
t'enlève,1
l'empêche,1
saura-t-on,4
l'équivalent,1
ingrats,2
condamnez,1
remettez,1
pressée,1
secouée,1
tomberont-ils,1
m'appelez-vous,1
l'ébranler,1
heurter,3
admira,1
Naïm,1
emportait,1
—A,1
affligées,1
aveugles.—,1
scandalise,2
moelleux,1
J'envoie,1
Docteurs,2
annulé,2
s'interpellent,1
complaintes,1
menait,1
déréglée,2
essuyer,2
oignait,1
dit-il.—,1
débiteurs,2
l'aimera,2
mouillés,1
essuyés,1
pardonnés,3
remet,1
guéries,1
d'esprits,1
Magdala,1
Jeanne,1
Chusa,1
Suzanne,1
l'assistaient,1
amassée,1
d'humidité,1
l'étouffèrent,1
Parlant,1
étouffer,1
constance,8
naviguaient,1
s'apaisèrent,1
quoiqu'on,1
m'appelle,1
permettre,2
l'admettre,1
l'attendaient,1
mourait,1
défendant,1
senti,1
lamentaient,2
ravissement,2
baisser,1
n'allions,1
Faites-les,2
foules,5
Baptiste,1
ressuscité.—,1
enjoignit,1
ressuscite,9
sert-il,3
éblouissants,1
conversaient,1
apparaissant,2
s'entretenaient,1
éveillés,1
s'éloignaient,1
supplie,3
l'agite,1
écumer,1
quitte-t-il,1
l'agita,1
glissa,1
nous.—,1
réception,1
commandions,1
bourgade,1
adieux,1
souliers,2
Demeurez,2
l'essuyons,1
d'écrit,1
lis-tu,1
demi-mort,1
Samaritain,3
banda,1
hôtellerie,1
dépenseras,1
Marthe,13
écoutait,2
s'empressait,1
agitez,1
remettez-nous,1
m'importune,2
lèverait,1
importunité,1
œuf,1
scorpion,2
vainque,1
établissent,1
sucées,1
s'amassant,2
Ninivites,1
mélange,2
dîner,3
potagère,1
outragez,1
applaudissez,1
persécuteront,2
redemandé,2
tendant,1
l'entendra,1
autorités,2
défendrez,1
enseignera,2
partages,1
avarice,1
serrer,1
construirai,1
amasserai,1
totalité,1
repose-toi,1
redemandera,1
préoccupent,1
Vendez,1
Faites-vous,2
n'use,2
inépuisable,2
d'accès,1
mites,1
l'économe,3
s'enivrer,1
s'attend,1
serviteur-là,1
exigera,1
désiré-je,1
Pensez-vous,3
reconnaissez-vous,3
discernez-vous,1
magistrat,1
Galiléens,4
repentez,2
vigneron,2
rend-il,1
improductive,1
laissez-le,2
portera-t-il,1
couperez,1
infirme,2
courbée,1
Femme,8
redressa,1
sabbat.—,1
accomplissait,1
Efforcez-vous,1
l'Aquilon,1
banquet,2
tues,3
hydropique,1
l'empressement,2
Cède-lui,1
qu'alors,2
commences,1
souper,5
n'invite,1
convia,1
s'excuser,1
m'excuser,2
haies,1
presse-les,1
goûtera,1
cheminait,1
calculer,1
l'achever,1
railler,2
achever,3
délibérer,2
ambassade,1
négocier,1
donnera-t-on,1
retrouvée,4
assemble,2
drachmes,1
amies,1
retrouvé,3
drachme,1
survint,4
gousses,1
rentrant,2
traite-moi,1
revêtez,1
mettez-lui,1
tuez-le,1
Appelant,1
recouvré,6
festoyer,1
Rends,2
administration,1
gérer,1
gestion,1
Travailler,1
mendier,1
emploi,1
Faisant,1
Cent,2
barils,1
L'économe,2
billet,2
quitterez,1
injuste,5
confiera,1
véritables,6
écoutaient,4
effort,1
Lazare,15
d'ulcères,1
souhaitant,1
lécher,1
ulcères,2
tourments,5
rafraîchisse,1
voudraient,2
—car,14
écoutent.—,1
reprit-il,1
repentiront,1
ressusciterait,1
croiraient,1
pardonne-lui,1
pécherait,1
Augmentez,1
mûrier,1
Déracine-toi,1
transplante,1
obéirait,1
Prépare-moi,1
ceins-toi,1
côtoyait,1
désirerez,1
arrivera-t-il,1
Loth,3
plantaient,1
régénérera,1
moudront,1
sera-ce,1
souciait,1
soucie,1
tourmenter.—,1
tarderait,1
persuadés,3
réprimandèrent,1
distribue-le,1
l'écoutaient,1
injurié,1
s'arrêtant,1
Zachée,4
—c'était,1
Courant,1
sycomore,1
loger,2
quadruple,1
concitoyens,2
députés,2
linge,3
rigide,2
retirez,1
moissonnant,1
banque,1
l'aurais,3
donnez-la,1
—Seigneur,1
dix.—,1
m'avoir,1
Bethphagé,1
l'amenez,1
détachez,1
détachaient,1
détachez-vous,1
réprimandez,1
taisent,2
t'environneront,1
tranchées,1
t'investiront,1
persuadé,4
donnassent,1
indignement,3
fixant,2
apostés,1
feignaient,1
l'effigie,1
Duquel,1
n'osaient,1
Psaumes,2
salués,1
indigente,1
regardez-là,1
arriveront-elles,1
séditions,1
d'effrayantes,1
apparitions,1
prisons,3
songer,1
investir,1
n'entrent,1
séchant,1
commenceront,2
redressez-vous,1
relevez,1
s'appesantissent,1
surnommé,11
l'insu,1
Arriva,1
préparez-y,1
Bienfaiteurs,1
buviez,2
réclamés,1
converti,2
frères.—,1
nié,1
l'Écriture,6
jet,1
agonie,1
découlant,1
dormez-vous,1
Restez-en,1
fixement,1
renia,1
bandèrent,1
l'interrogeaient,2
proféraient,1
dis-le-nous,1
croirez,1
relâcherez,1
redoublant,1
nommer,2
juridiction,1
espérait,2
l'accusant,1
d'ennemis,1
excitant,1
l'accusez,1
prouvé,1
relâcherai,1
relâche-nous,1
harangua,1
Crucifie-le,3
crucifie-le,2
grandissant,1
réclamaient,1
l'emmenaient,1
arrêtèrent,1
Heureuses,1
stériles,3
allaité,1
Couvrez-nous,1
Calvaire,2
pardonnez-leur,1
joignaient,1
grecs,1
latins,1
hébraïques,1
l'injuriait,1
reprenait,1
Paradis,1
s'obscurcit,1
glorifia,2
contemplaient,1
assentiment,2
—il,2
considérèrent,1
retournées,1
crussent,1
Verbe,5
s'écrie,2
point—,1
Non.—,1
Aplanissez,1
baptisez-vous,1
baptisait,4
l'Agneau,28
demeurez-vous,1
Simon-Pierre,12
Messie,5
Céphas,9
Peut-il,2
artifice,1
connaissez-vous,1
repartit,5
t'appelât,1
convié,1
Puisez,1
portez-en,1
interpella,1
manifesta,2
ressouvinrent,1
repartirent,1
relèverez,1
Nicodème,4
renaît,1
naissiez,1
ignores,1
disons,7
attestons,2
croirez-vous,2
blâmées,1
manifestées,2
Ennon,1
m'êtes,1
croisse,1
diminue,1
terrestre,7
l'atteste,3
certifie,1
—toutefois,1
Sichar,1
simplement,3
samaritaine,1
demandez-vous,2
Samaritaine,1
connaissiez,5
vive.—,1
jaillissant,2
ici.—,1
croyez-moi,1
adorerez,1
adoreront,1
l'adorent,2
s'étonnèrent,1
serait-ce,1
blanchissent,1
s'applique,1
l'adage,1
croyons,9
l'accueillirent,1
meure.—,1
piscine,5
Béthesda,1
d'aveugles,1
bouillonnement,1
d'emporter,1
esquivé,1
persécutaient,1
d'ardeur,1
honorent,2
n'honore,2
n'encourt,1
l'auront,1
étonnez,3
scrutez,1
tirez,1
accuserai,1
accusateur,1
opérait,2
achèterons-nous,1
suffiraient,1
Recueillez,1
traversaient,1
ramé,1
stades,4
—D'autres,1
Tibériade,1
manger.—,1
Travaillez,1
donnez-nous,1
murmurez,2
l'attire,1
Là-dessus,2
vivifie,2
trahirait,1
n'allaient,1
irions-nous,1
trahir,2
—Non,1
fréquenté,1
écoles,1
d'imposture,1
n'accomplit,1
Patriarches,1
indignez-vous,1
murmurant,1
satellites,10
l'arrêter,2
ira-t-il,2
Ira-t-il,1
Christ.—,2
L'Écriture,1
populace,1
condamne-t-elle,1
Examine,1
flagrant,1
sentant,1
conscience,27
accusaient,1
condamnée,1
Quoique,2
